symbol,shortName,sector,industry,marketCap,Market_Cap_B,trailingEps,forwardEps,trailingPE,forwardPE,priceToBook,ROE_%,ROA_%,debtToEquity,Dividend_Yield_%,beta,52W_High,52W_Low
EXCL,XLSMART Telecom Sejahtera Tbk.,Communication Services,Telecom Services,47039261966336.0,47039.261966336,-129.0,167.89,,16.379772,1.488859,-7.22,1.6099999999999999,190.637,316.0,,3090.0,2060.0
FAPA,FAP Agri Tbk.,Consumer Defensive,Farm Products,21258437656576.0,21258.437656576,276.33,,22.075056,,6.433113,27.458,10.8459994,121.485,,0.018,6350.0,5175.0
FASW,Fajar Surya Wisesa Tbk,Consumer Cyclical,Packaging & Containers,17555842400256.0,17555.842400256,-434.56,,,,2.887988,-21.39,-2.79,74.025,,0.313,5775.0,4380.0
FAST,Fast Food Indonesia Tbk,Consumer Cyclical,Restaurants,2667037327360.0,2667.03732736,-112.99,,,,-27.541779,-347.298,-6.02,12666.633,,0.944,870.0,154.0
FILM,MD Entertainment Tbk.,Communication Services,Entertainment,64781021085696.0,64781.021085696,0.0,,Infinity,,17.881561,-6.8260000000000005,-1.986,6.598,110.00000000000001,-0.512,6425.0,1380.0
FIMP,Fimperkasa Utama Tbk.,Industrials,Engineering & Construction,27600066560.0,27.60006656,-2.337,,,,0.8974209,9.097999,5.5,,,0.494,136.0,41.0
FIRE,Alfa Energi Investama Tbk.,Energy,Thermal Coal,146060951552.0,146.060951552,1.04,,95.192314,,0.630513,-3.418,1.4869999999999999,5.904,,0.04,117.0,65.0
FISH,FKS Multi Agro Tbk,Consumer Defensive,Farm Products,7199999918080.0,7199.99991808,33.44,,44.85646,,41666.668,6.874,2.587,72.631,99.0,1.419,10950.0,1035.0
FITT,Hotel Fitra International Tbk.,Consumer Cyclical,Lodging,886904979456.0,886.904979456,-7.463,,,,12.341422,-8.628,-3.121,35.2,,,1610.0,95.0
FLMC,Falmaco Nonwoven Industri Tbk.,Consumer Defensive,Household & Personal Products,181249998848.0,181.249998848,16.131,,14.382245,,5.1862116,-70.623,-13.586001,10.279,,1.988,354.0,28.0
FMII,Fortune Mate Indonesia Tbk,Real Estate,Real Estate - Development,2265599967232.0,2265.599967232,3.65,,96.9863,,3.2608995,3.422,1.978,7.831,,0.742,685.0,270.0
FOOD,Sentra Food Indonesia Tbk.,Consumer Defensive,Packaged Foods,261299994624.0,261.299994624,-19.315,,,,-17.294786,,-27.839002,,,0.835,410.0,99.0
FORE,Fore Kopi Indonesia Tbk.,Consumer Cyclical,Restaurants,4592954769408.0,4592.954769408,6.75,,76.296295,,7.050159,17.371,6.29,30.079,,,800.0,252.0
FORU,Fortune Indonesia Tbk,Communication Services,Advertising Agencies,500115800064.0,500.115800064,-2.97,,,,20.621523,-5.546,-1.423,5.217,,-0.248,5900.0,610.0
FPNI,Lotte Chemical Titan Tbk.,Basic Materials,Specialty Chemicals,3562504978432.0,3562.504978432,0.0,,Infinity,,33684.21,0.17600000000000002,-5.836,0.255,,1.676,640.0,160.0
FREN,,,,,,,,,,,,,,,,,
FUTR,Futura Energi Global Tbk.,Utilities,Utilities - Renewable,4114042060800.0,4114.0420608,,,,,18.71472,3.8960000000000004,2.935,2.662,,2.084,865.0,50.0
FWCT,Wijaya Cahaya Timber Tbk.,Basic Materials,Lumber & Wood Production,292487004160.0,292.48700416,,,,,0.7648439,20.621000000000002,9.36,67.646,738.0,0.24,238.0,111.0
GAMA,"GAMA.JK,0P0000WGD9,0",,,180198490112.0,180.198490112,,,,,0.17190991,,,,,,18.0,18.0
GDST,Gunawan Dianjaya Steel Tbk.,Basic Materials,Steel,1081372508160.0,1081.37250816,11.88,,9.848485,,0.76097065,7.413,2.167,80.683,1154.0,0.186,132.0,74.0
GDYR,Goodyear Indonesia Tbk,Consumer Cyclical,Auto Parts,446900011008.0,446.900011008,0.006,,181666.67,,7364.8647,7.242999999999999,2.2130001,1.887,,0.306,1555.0,1005.0
GEMA,Gema Grahasarana Tbk,Consumer Cyclical,"Furnishings, Fixtures & Appliances",152000004096.0,152.000004096,11.62,,8.175559,,0.35148734,4.6529997,4.522,99.27,319.0,0.163,290.0,77.0
GEMS,Golden Energy Mines Tbk.,Energy,Thermal Coal,52500002504704.0,52500.002504704,887.15,,10.060306,,88366.336,46.43,23.873,22.68,1375.0,-0.054,11725.0,7050.0
GGRM,Gudang Garam Tbk,Consumer Defensive,Tobacco,29101832273920.0,29101.83227392,568.83,1951.03,26.589666,7.7523155,0.46892112,1.773,1.4789999,3.623,328.0,0.595,17825.0,8300.0
GHON,Gihon Telekomunikasi Indonesia ,Communication Services,Telecom Services,940499992576.0,940.499992576,163.374,,10.466783,,1.2020245,10.931000000000001,6.6139996000000005,60.294,1053.0,0.162,2060.0,1300.0
GIAA,Garuda Indonesia (Persero) Tbk.,Industrials,Airlines,9879924244480.0,9879.92424448,36.5,0.0,2.958904,45.0,-6749.9995,,2.1329998999999997,,,-0.137,126.0,31.0
GJTL,Gajah Tunggal Tbk,Consumer Cyclical,Auto Parts,3658628988928.0,3658.628988928,283.92,229.0,3.6982248,4.5851526,0.36193594,10.264,5.039,54.454,480.99999999999994,0.59,1225.0,880.0
GLOB,Globe Kita Terang Tbk.,Consumer Cyclical,Specialty Retail,172222349312.0,172.222349312,-53.275,,,,-0.157362,,-5.598,,,1.183,155.0,41.0
GOLF,Intra Golflink Resorts Tbk.,Consumer Cyclical,Leisure,3936325730304.0,3936.325730304,4.02,,50.248756,,0.49299917,0.8909999,0.557,5.569,34.0,,262.0,181.0
GOLL,"GOLL.JK,0P000154MR,0",,,183249993728.0,183.249993728,,,,,0.37399676,,,,,,50.0,50.0
GOOD,Garudafood Putra Putri Jaya Tbk,Consumer Defensive,Packaged Foods,13718582722560.0,13718.58272256,16.35,,22.752293,,3.658033,18.072,7.132,49.456,257.0,0.078,456.0,330.0
GOTO,GoTo Gojek Tokopedia Tbk.,Technology,Software - Infrastructure,64563286376448.0,64563.286376448,-1.73,-5.32,,-11.466165,2.0125372,-6.328,-0.599,15.032,,0.492,89.0,53.0
GPRA,Perdana Gapuraprima Tbk,Real Estate,Real Estate - Development,581625118720.0,581.62511872,27.32,,4.9780383,,0.4297392,8.698,4.916,21.23,362.0,0.362,183.0,74.0
GPSO,Geoprima Solusi Tbk.,Technology,Scientific & Technical Instruments,470052503552.0,470.052503552,-3.716,,,,11.344801,-14.417,-6.1090004,7.539,,0.026,1450.0,248.0
GRIA,Ingria Pratama Capitalindo Tbk.,Real Estate,Real Estate - Development,737572028416.0,737.572028416,0.92,,108.69565,,1.8713275,1.733,0.32499998,13.853,,2.226,190.0,78.0
GRPH,Griptha Putra Persada Tbk.,Consumer Cyclical,Lodging,65000001536.0,65.000001536,,,,,0.84326875,4.2940002,3.2460000000000004,23.764,,,98.0,50.0
GRPM,Graha Prima Mentari Tbk.,Consumer Defensive,Beverages - Non-Alcoholic,95795109888.0,95.795109888,,,,,1.3229488,5.723000000000001,2.463,25.647,167.0,0.651,106.0,42.0
GSMF,Equity Development Investment T,Financial Services,Insurance - Diversified,1508422451200.0,1508.4224512,2.79,,37.992832,,0.6042985,1.8480001,0.72000003,18.774,,-0.533,137.0,51.0
GTBO,Garda Tujuh Buana Tbk,Energy,Thermal Coal,510000005120.0,510.00000512,-16.75,,,,11333.334,-9.4189994,-5.728,1.192,,-0.982,284.0,113.0
GTRA,Grahaprima Suksesmandiri Tbk.,Industrials,Integrated Freight & Logistics,636510011392.0,636.510011392,,,,,1.7599363,16.768,8.3950005,168.682,54.0,3.148,400.0,82.0
GTSI,GTS Internasional Tbk.,Industrials,Marine Shipping,1882478084096.0,1882.478084096,5.69,,20.913883,,29749.998,8.67,4.403,46.231,126.0,0.129,169.0,31.0
GULA,Aman Agrindo Tbk.,Consumer Defensive,Farm Products,387471212544.0,387.471212544,,,,,2.710372,-4.6,0.6,52.401,,0.046,550.0,240.0
GUNA,Gunanusa Eramandiri Tbk.,Consumer Defensive,Packaged Foods,694999973888.0,694.999973888,,,,,1.1836537,15.129000000000001,9.0270005,11.261,256.0,,368.0,226.0
GWSA,Greenwood Sejahtera Tbk.,Real Estate,Real Estate - Development,1287125336064.0,1287.125336064,9.11,,18.111965,,0.17884569,1.012,-0.657,2.876,,0.219,166.0,115.0
GZCO,Gozco Plantations Tbk,Consumer Defensive,Farm Products,1787999944704.0,1787.999944704,15.78,,18.884665,,1.4526736,8.031,4.366,22.635,,0.33,450.0,76.0
HADE,Himalaya Energi Perkasa Tbk.,Consumer Cyclical,Specialty Retail,50880000000.0,50.88,-0.069,,,,11.230697,-30.733,-26.699,,,-0.018,48.0,4.0
HATM,Habco Trans Maritima Tbk.,Industrials,Marine Shipping,3194239844352.0,3194.239844352,16.27,,22.618315,,1.9612126,10.649000000000001,6.510000000000001,10.677,,0.174,370.0,222.0
HDFA,Radana Bhaskara Finance Tbk.,Financial Services,Credit Services,1112215781376.0,1112.215781376,-8.69,,,,1.9503688,-9.491,-1.6590001,527.098,,0.299,222.0,88.0
HGII,Hero Global Investment Tbk.,Utilities,Utilities - Renewable,1033499967488.0,1033.499967488,,,,4.323002,1.389763,3.766,2.463,13.418,43.0,,270.0,134.0
HILL,Hillcon Tbk.,Basic Materials,Other Industrial Metals & Mining,2284932562944.0,2284.932562944,-7.47,,,1.8314584,1.6863589,-8.3500005,-2.386,210.329,240.0,-0.441,488.0,145.0
HITS,Humpuss Intermoda Transportasi ,Industrials,Marine Shipping,823725850624.0,823.725850624,4.79,,24.21712,,12888.89,0.09000000400000001,2.3510001999999997,91.076,,0.141,474.0,116.0
HKMU,"HKMU.JK,0P0001EQEZ,0",,,161087504384.0,161.087504384,,,,,-2.3238518,,,,,,50.0,50.0
HMSP,H.M. Sampoerna Tbk.,Consumer Defensive,Tobacco,95380821770240.0,95380.82177024,50.99,66.75,16.081585,12.284644,3.627115,22.248,10.569,1.558,681.0,0.421,940.0,496.0
HOKI,Buyung Poetra Sembada Tbk.,Consumer Defensive,Packaged Foods,725831450624.0,725.831450624,-2.44,,,,1.156622,-3.739,-0.46200002999999995,59.34,133.0,-0.019,138.0,68.0
HOME,"HOME.JK,0P0000JDAY,0",,,1110610018304.0,1110.610018304,,,,,0.52431786,,,,,,50.0,50.0
HOMI,Grand House Mulia Tbk.,Real Estate,Real Estate - Development,715050057728.0,715.050057728,-1.66,,,,5.3839316,-1.957,-0.044000000000000004,12.841,,0.491,560.0,179.0
HOPE,Harapan Duta Pertiwi Tbk.,Industrials,Metal Fabrication,289728987136.0,289.728987136,-3.045,,,,0.119583465,,,84.645,,,226.0,18.0
HOTL,"HOTL.JK,0P0000XUPX,0",,,177500012544.0,177.500012544,,,,,0.4867412,,,,,,50.0,50.0
HRME,Menteng Heritage Realty Tbk.,Consumer Cyclical,Lodging,226432516096.0,226.432516096,-4.74,,,,0.4113979,-5.0669998000000005,0.9509999,42.085,,-0.118,51.0,20.0
HRTA,Hartadinata Abadi Tbk.,Consumer Cyclical,Luxury Goods,6148024958976.0,6148.024958976,155.53,,8.583553,8.078669,2.1808844,28.483000000000004,11.466999999999999,139.825,162.0,0.072,1970.0,312.0
HRUM,Harum Energy Tbk.,Energy,Thermal Coal,13045285781504.0,13045.285781504,26.75,172.12,37.009346,5.751801,14142.857,1.4099999,2.991,33.279,,0.333,1375.0,585.0
HUMI,Humpuss Maritim Internasional T,Industrials,Marine Shipping,2273872445440.0,2273.87244544,8.37,,15.053763,,14000.001,6.8500000000000005,3.757,60.95,79.0,1.546,214.0,50.0
HYGN,Ecocare Indo Pasifik Tbk.,Industrials,Specialty Business Services,408761008128.0,408.761008128,,,,,2.5279715,12.178001,7.509,8.283,146.0,,175.0,108.0
IATA,MNC Energy Investments Tbk.,Energy,Thermal Coal,2689721434112.0,2689.721434112,-0.16,,,,21499.998,1.3820000000000001,1.5269998999999999,33.914,,-0.158,93.0,40.0
IBFN,Intan Baru Prana Tbk.,Financial Services,Credit Services,84970610688.0,84.970610688,-132.333,,,,-0.11135459,,-12.126000000000001,,,0.695,90.0,10.0
IBOS,Indo Boga Sukses Tbk.,Consumer Cyclical,Restaurants,435552616448.0,435.552616448,-0.67,,,,1.273615,-0.13400001,0.294,5.985,,0.781,89.0,25.0
IBST,Inti Bangun Sejahtera Tbk.,Communication Services,Telecom Services,7092250869760.0,7092.25086976,292.95,,17.921146,,2.9121592,17.676,8.437,53.234,,-0.138,7350.0,4770.0
ICBP,Indofood CBP Sukses Makmur Tbk.,Consumer Defensive,Packaged Foods,97960025128960.0,97960.02512896,517.81,905.56,16.222166,9.276028,1.9870441,10.972,7.734000000000001,66.116,300.0,-0.083,12225.0,8325.0
ICON,Island Concepts Indonesia Tbk.,Energy,Oil & Gas Equipment & Services,50128502784.0,50.128502784,-2.29,,,,0.33409837,-1.9299999,0.211,5.945,,0.266,55.0,29.0
IDEA,Idea Indonesia Akademi Tbk.,Consumer Defensive,Education & Training Services,73308184576.0,73.308184576,2.19,,31.50685,,1.1547151,3.083,2.938,15.252,74.0,0.202,179.0,31.0
IDPR,Indonesia Pondasi Raya Tbk.,Industrials,Engineering & Construction,640960036864.0,640.960036864,12.18,138.0,26.272577,2.3188405,0.966204,3.7839998,2.7369999999999997,70.311,157.0,1.062,665.0,152.0
IFII,Indonesia Fibreboard Industry T,Basic Materials,Lumber & Wood Production,2221231833088.0,2221.231833088,22.75,,10.373627,,1.6369791,16.182,10.5399996,19.387,466.0,-0.118,330.0,181.0
IFSH,Ifishdeco Tbk.,Basic Materials,Other Industrial Metals & Mining,1528902189056.0,1528.902189056,32.28,,24.628254,,1.9095337,9.472999999999999,6.510000000000001,4.216,164.0,0.552,1575.0,650.0
IGAR,Champion Pacific Indonesia Tbk.,Consumer Cyclical,Packaging & Containers,464945774592.0,464.945774592,58.0,,8.620689,,0.69264644,9.15,5.242999999999999,0.065,100.0,-0.02,605.0,466.0
IIKP,"IIKP.JK,0P0000EKWR,0",,,1680000024576.0,1680.000024576,,,2.076412,,6.3419585,,,,,,50.0,50.0
IKAI,Intikeramik Alamasri Industri T,Industrials,Building Products & Equipment,199586988032.0,199.586988032,-5.37,,,,0.30424112,-11.112001000000001,-2.4,26.943,,0.133,42.0,7.0
IKAN,Era Mandiri Cemerlang Tbk.,Consumer Defensive,Farm Products,93333291008.0,93.333291008,1.96,,57.142857,,1.2440022,1.049,0.971,61.736,,-0.408,242.0,23.0
IKBI,Sumi Indo Kabel Tbk,Industrials,Electrical Equipment & Parts,673200013312.0,673.200013312,105.49,,5.2137647,,8208.955,9.7600006,5.738,12.446,503.0,0.08,670.0,310.0
IKPM,Ikapharmindo Putramas Tbk.,Healthcare,Pharmaceutical Retailers,390841696256.0,390.841696256,,,,,1.8251047,-12.178001,-1.8900000000000001,79.847,97.0,0.482,284.0,190.0
IMAS,Indomobil Sukses Internasional ,Consumer Cyclical,Auto & Truck Dealerships,4653349076992.0,4653.349076992,42.78,103.0,27.232353,11.310679,0.3553502,3.411,3.088,310.087,35.0,0.222,1350.0,710.0
IMJS,Indomobil Multi Jasa Tbk.,Industrials,Conglomerates,2302050304000.0,2302.050304,25.65,,10.370371,,0.50052214,2.6099999,0.411,516.256,13.0,0.433,312.0,132.0
IMPC,Impack Pratama Industri Tbk.,Industrials,Building Products & Equipment,139365992890368.0,139365.992890368,10.97,,231.54056,,48.53905,23.723,11.427,38.133,136.0,0.607,2970.0,282.0
INAF,Indofarma Tbk.,Healthcare,Drug Manufacturers - Specialty & Generic,390507724800.0,390.5077248,-226.69,,,,-0.43831116,,-22.223000000000003,,,0.512,126.0,126.0
INAI,Indal Aluminium Industry Tbk,Basic Materials,Aluminum,95039995904.0,95.039995904,-147.18,,,,0.71610326,-57.199999999999996,-1.37,503.808,,-0.112,254.0,81.0
INCF,Indo Komoditi Korpora Tbk.,Basic Materials,Specialty Chemicals,63288299520.0,63.28829952,-0.354,,,,0.49867398,-0.57200002,3.299,171.827,,-0.073,72.0,18.0
INCI,Intanwijaya Internasional Tbk,Basic Materials,Specialty Chemicals,133938520064.0,133.938520064,84.161,,7.6638823,,0.28507847,6.182,2.8770002,0.142,538.0,0.29,730.0,525.0
INCO,Vale Indonesia Tbk.,Basic Materials,Other Industrial Metals & Mining,41421352468480.0,41421.35246848,99.58,203.41,39.465755,19.320583,15057.471,2.158,1.011,0.173,137.0,0.73,4800.0,1825.0
INDF,Indofood Sukses Makmur Tbk,Consumer Defensive,Packaged Foods,61902004682752.0,61902.004682752,884.1,1300.01,7.974211,5.423035,0.88101697,10.852,7.383000000000001,65.529,400.0,-0.076,8825.0,6525.0
INDO,Royalindo Investa Wijaya Tbk.,Consumer Cyclical,Lodging,1039532097536.0,1039.532097536,3.256,,71.25307,,0.992628,2.617,0.543,0.078,,0.083,272.0,101.0
INDR,Indo-Rama Synthetics Tbk.,Consumer Cyclical,Textile Manufacturing,1904163422208.0,1904.163422208,-408.67,,,,4991.424,-3.8469999999999995,-1.274,23.093,,0.245,4200.0,1885.0
INDS,Indospring Tbk,Consumer Cyclical,Auto Parts,1483124375552.0,1483.124375552,10.51,,21.50333,,0.44068584,2.574,1.9550001000000001,8.327,354.0,0.205,340.0,197.0
INDX,Tanah Laut Tbk,Industrials,Marine Shipping,72693661696.0,72.693661696,0.078,,2128.205,,3.1519985,-31.612000000000002,-6.7329995,,,1.227,284.0,67.0
INDY,Indika Energy Tbk,Energy,Thermal Coal,9677006962688.0,9677.006962688,-76.99,328.59,,5.6605496,8122.2705,-0.483,1.9040000000000001,81.45,87.0,0.002,2690.0,905.0
INET,Sinergi Inti Andalan Prima Tbk.,Communication Services,Telecom Services,4847457271808.0,4847.457271808,0.92,,570.65216,40.697674,13.511427,3.193,2.34,0.412,2.0,-0.365,560.0,54.0
INKP,Indah Kiat Pulp & Paper Tbk.,Basic Materials,Paper & Paper Products,41579473534976.0,41579.473534976,946.26,1517.78,8.031619,5.0073133,6343.9067,4.8249997,3.1300000000000003,76.486,66.0,0.531,8400.0,4220.0
INOV,Inocycle Technology Group Tbk.,Industrials,Waste Management,249534627840.0,249.53462784,18.564,,7.433743,,0.7208374,22.273001,4.2290002,168.565,,0.653,173.0,80.0
INPC,Bank Artha Graha Internasional ,Financial Services,Banks - Regional,3073958739968.0,3073.958739968,4.01,,37.905235,,0.6966118,1.862,0.265,,,-0.624,448.0,119.0
INPP,Indonesian Paradise Property Tb,Real Estate,Real Estate Services,7547830927360.0,7547.83092736,39.96,,16.891891,,1.2821561,8.781999,1.952,27.931,296.0,0.083,1025.0,610.0
INPS,Indah Prakasa Sentosa Tbk.,Industrials,Trucking,100750000128.0,100.750000128,-33.81,,,,-3.1400037,,0.34099999999999997,,,2.067,212.0,97.0
INRU,Toba Pulp Lestari Tbk.,Basic Materials,Paper & Paper Products,951385063424.0,951.385063424,0.0,,Infinity,,12232.143,-33.948,-0.8049999999999999,432.772,,,1170.0,342.0
INTA,Intraco Penta Tbk,Industrials,Industrial Distribution,130413461504.0,130.413461504,-20.0,,,,-0.069813654,,1.2999999,,,1.087,57.0,10.0
INTD,Inter Delta Tbk,Basic Materials,Paper & Paper Products,127834841088.0,127.834841088,4.952,,43.61874,,3.5124807,-5.0329998,-6.8330005,,,0.414,306.0,162.0
INTP,Indocement Tunggal Prakarsa Tbk,Basic Materials,Building Materials,23818208804864.0,23818.208804864,599.87,489.8,11.294114,13.832177,1.0170219,9.3100004,4.966,12.882,385.0,0.371,7750.0,4290.0
IOOI,,,,,,,,,,,,,,,,,
IOTF,Sumber Sinergi Makmur Tbk.,Technology,Communication Equipment,465546215424.0,465.546215424,,,,,2.9743798,0.35100002,1.2550000000000001,13.951,,-2.148,300.0,56.0
IPAC,Era Graharealty Tbk.,Real Estate,Real Estate Services,207071330304.0,207.071330304,3.823,,57.02328,,5.991645,2.6300002,2.5860000000000003,1.682,,1.065,458.0,82.0
IPCC,Indonesia Kendaraan Terminal Tb,Industrials,Integrated Freight & Logistics,2172969811968.0,2172.969811968,139.94,,8.539373,8.184932,1.6190109,19.576999999999998,10.11,33.819,785.0,0.381,1230.0,655.0
IPCM,Jasa Armada Indonesia Tbk.,Industrials,Marine Shipping,1730780987392.0,1730.780987392,35.32,,9.286523,,1.3065752,14.405000000000001,9.166,2.709,732.0,0.016,360.0,238.0
IPEP,,,,,,,,,,,,,,,,,
IPOL,Indopoly Swakarsa Industry Tbk.,Consumer Cyclical,Packaging & Containers,811865866240.0,811.86586624,2.68,,47.014923,,4666.6665,0.53100004,1.79,92.001,,0.806,176.0,109.0
IPPE,Indo Pureco Pratama Tbk.,Consumer Defensive,Packaged Foods,64399998976.0,64.399998976,0.846,,16.548464,,0.22426194,0.643,0.666,2.095,,-0.554,14.0,13.0
IPTV,MNC Vision Networks Tbk.,Communication Services,Entertainment,1645720109056.0,1645.720109056,-4.44,,,,0.22883026,-2.6919998,-0.777,7.294,,0.083,49.0,18.0
IRRA,Itama Ranoraya Tbk.,Healthcare,Medical Distribution,666455244800.0,666.4552448,51.59,,8.567552,,1.1969237,15.015999999999998,4.0310003,157.953,,0.904,545.0,354.0
IRSX,Folago Global Nusantara Tbk.,Technology,Software - Application,1635492560896.0,1635.492560896,4.25,,62.117645,,8.153936,-2.09,-1.176,0.019,,1.285,330.0,13.0
ISAP,Isra Presisi Indonesia Tbk.,Industrials,Metal Fabrication,128647036928.0,128.647036928,,,,,0.76328593,-0.9820000000000001,-0.243,3.475,,1.372,69.0,9.0
ISAT,Indosat Tbk,Communication Services,Telecom Services,67404193333248.0,67404.193333248,143.3,199.29,14.584786,10.48723,1.9604092,13.563,5.475999799999999,144.487,409.0,0.345,2640.0,1240.0
ISEA,Indo American Seafoods Tbk.,Consumer Defensive,Packaged Foods,155681488896.0,155.681488896,,,,,0.85221654,1.24,3.925,126.334,,,119.0,50.0
ISSP,Steel Pipe Industry of Indonesi,Basic Materials,Steel,3151142060032.0,3151.142060032,76.61,,5.8216944,,0.59381634,10.647,6.463000000000001,43.0,365.0,0.298,460.0,228.0
ITCI,,,,,,,,,,,,,,,,,
ITIC,Indonesian Tobacco Tbk.,Consumer Defensive,Tobacco,372525105152.0,372.525105152,21.483,,18.43318,,0.82744616,4.928,4.306,30.75,221.0,0.456,595.0,171.0
ITMA,Sumber Energi Andalan Tbk.,Basic Materials,Other Industrial Metals & Mining,1453622427648.0,1453.622427648,21.59,,67.39231,,6767.442,9.985,0.0120000004,13.457,,0.721,1740.0,590.0
ITMG,Indo Tambangraya Megah Tbk,Energy,Thermal Coal,25056086327296.0,25056.086327296,3516.11,4115.21,6.3066854,5.3885465,13199.405,12.654000000000002,8.898,5.067,668.0,-0.379,28650.0,21400.0
JAWA,Jaya Agra Wattie Tbk.,Consumer Defensive,Farm Products,2792067694592.0,2792.067694592,1.51,,113.90729,,1.9767162,2.168,4.364,158.421,,-0.61,238.0,81.0
JAYA,Armada Berjaya Trans Tbk.,Industrials,Trucking,88633434112.0,88.633434112,2.97,,37.373737,,0.71586573,2.807,2.644,44.692,1064.0,-0.076,119.0,81.0
JAST,Jasnita Telekomindo Tbk.,Communication Services,Telecom Services,101762121728.0,101.762121728,-14.904,,,,1.5317429,6.979,-1.13,35.107,,0.807,123.0,50.0
JATI,Informasi Teknologi Indonesia T,Technology,Information Technology Services,433915166720.0,433.91516672,,,,,2.331329,11.359,4.912,2.246,30.0,0.689,196.0,50.0
JECC,Jembo Cable Company Tbk,Industrials,Electrical Equipment & Parts,903419985920.0,903.41998592,161.75,,7.387944,,0.98806226,14.288998999999999,5.293,111.574,84.0,0.337,1845.0,550.0
JIHD,Jakarta International  Hotels &,Consumer Cyclical,Lodging,1362488590336.0,1362.488590336,47.61,,12.287334,,0.3625362,5.9770003,1.069,4.249,,-1.207,3200.0,492.0
JKON,Jaya Konstruksi Manggala Pratam,Industrials,Conglomerates,1402532659200.0,1402.5326592,7.16,,12.011173,,0.4524244,3.817,1.0570001,4.559,382.0,0.222,112.0,60.0
JKSW,"JKSW.JK,0P0000APEN,0",,,8999999488.0,8.999999488,,,,,-0.018082948,,,,,,60.0,60.0
JGLE,Graha Andrasentra Propertindo T,Consumer Cyclical,Leisure,429056294912.0,429.056294912,-0.26,,,,0.3782374,-0.524,0.9450000000000001,15.922,,0.386,29.0,5.0
JMAS,Asuransi Jiwa Syariah Jasa Mitr,Financial Services,Insurance - Life,153000001536.0,153.000001536,1.28,,119.53125,,1.193122,,,,,-0.071,212.0,103.0
JPFA,Japfa Comfeed Indonesia Tbk.,Consumer Defensive,Farm Products,28138960584704.0,28138.960584704,286.94,207.54,8.433819,11.660403,1.6544566,20.716,9.0059996,62.876,596.0,0.247,2840.0,1415.0
JRPT,Jaya Real Property Tbk,Real Estate,Real Estate - Development,11490540126208.0,11490.540126208,93.54,75.2,9.514646,11.835107,1.1456494,12.393,5.688,0.076,303.0,0.164,940.0,640.0
JSKY,"JSKY.JK,0P0001D26O,0",,,105692078080.0,105.69207808,,,,,0.6580446,,,,,,52.0,52.0
JSMR,Jasa Marga (Persero) Tbk,Industrials,Infrastructure Operations,25620285227008.0,25620.285227008,546.16,506.17,6.463308,6.9739413,0.71899456,8.915,3.849,119.434,445.0,0.042,4700.0,3200.0
JSPT,Jakarta Setiabudi Internasional,Real Estate,Real Estate Services,7605453848576.0,7605.453848576,111.15,,29.50967,,3.215844,9.503999,6.343,81.508,62.0,-0.737,21250.0,3000.0
JTPE,Jasuindo Tiga Perkasa Tbk,Industrials,Specialty Business Services,2644891140096.0,2644.891140096,39.6,,9.747475,,2.2129855,23.466998,11.203000000000001,1.156,622.0,-0.174,386.0,208.0
KAEF,Kimia Farma Tbk.,Healthcare,Medical Distribution,3200788463616.0,3200.788463616,-94.36,,,,0.9857656,-20.024,-1.541,235.099,,1.525,795.0,324.0
KARW,Meratus Jasa Prima Tbk.,Industrials,Marine Shipping,258347188224.0,258.347188224,-8.71,,,,-8000.0,,0.347,,,0.102,7300.0,366.0
KAYU,"KAYU.JK,0P0001HX07,0",,,11969999872.0,11.969999872,,,86.1244,,0.14753978,,,,,,18.0,18.0
KBAG,Karya Bersama Anugerah Tbk.,Consumer Cyclical,Residential Construction,293150097408.0,293.150097408,-0.078,,,,0.84530854,-5.974,-2.9849999,2.854,,-0.463,56.0,17.0
KBLI,KMI Wire & Cable Tbk.,Industrials,Electrical Equipment & Parts,1346430959616.0,1346.430959616,54.5,,6.165138,,0.48787215,7.824000000000001,5.444,0.192,505.99999999999994,0.062,406.0,296.0
KBLM,Kabelindo Murni Tbk,Industrials,Electrical Equipment & Parts,403200016384.0,403.200016384,3.112,,115.68124,,0.28275946,3.373,2.183,,552.0,0.091,476.0,254.0
KBLV,First Media Tbk.,Communication Services,Entertainment,386761293824.0,386.761293824,22.01,,10.086325,,0.034638543,0.55199997,-0.43499999999999994,,,0.071,334.0,51.0
KBRI,"KBRI.JK,0P0000JDAP,0",,,434400002048.0,434.400002048,,,,,3.1952965,,,,,,50.0,50.0
KDSI,Kedawung Setia Industrial Tbk.,Consumer Cyclical,Packaging & Containers,764639969280.0,764.63996928,179.344,,2.6318138,,0.9852628,4.279999999999999,3.934,16.94,811.0,-0.137,550.0,348.0
KEEN,Kencana Energi Lestari Tbk.,Utilities,Utilities - Independent Power Producers,3996280684544.0,3996.280684544,15.12,,72.08995,109000.0,22708.334,2.204,2.8920000000000003,52.967,73.0,0.284,1160.0,540.0
KEJU,Mulia Boga Raya Tbk.,Consumer Defensive,Packaged Foods,4021874851840.0,4021.87485184,-23.33,,,19.86111,4.941053,23.979999,12.950000000000001,,181.0,-0.013,1275.0,438.66666
KETR,Ketrosden Triasmitra Tbk.,Technology,Communication Equipment,1434837712896.0,1434.837712896,103.82,,4.864188,,1.2351446,12.446000399999999,6.944999999999999,58.86,,0.047,760.0,158.0
